user,followers,Friends,Tweets,Retweets
Conversation_E,6026.0,1475.0,0,1
VMTapia,336.0,504.0,0,1
mv413s,343.0,902.0,0,1
enriqueua,161.0,364.0,0,1
compandbenmng,59.0,356.0,0,1
Alejandra_Dance,4462.0,2994.0,0,1
greeningjdl,206.0,198.0,0,3
igualdadmlg,1932.0,905.0,1,0
BetinaAzugna,459.0,165.0,0,1
TejedorAngela,74.0,76.0,0,2
IFLA_Lib4Dev,2181.0,813.0,0,8
NeedoCom,1807.0,1860.0,1,1
alexliam,2955.0,649.0,0,1
raul14v,57.0,403.0,0,1
JoseCarlosTecno,221948.0,18694.0,0,1
Jose_AdeT,867.0,2023.0,0,2
gomez_yanneth,315.0,2455.0,0,1
EnfValenzuela,15.0,41.0,0,1
Frank03741417,88.0,37.0,0,2
carotbo,713.0,557.0,0,5
JNGascon,463.0,433.0,0,1
rosamunozelena,1224.0,4344.0,1,0
ICScomunicacion,356.0,580.0,0,2
BEA_LEED,1066.0,393.0,0,1
laulamachado,84.0,143.0,0,1
jlhitos,197.0,143.0,0,1
gabriel18758381,2.0,43.0,0,1
recalde_jdr,366.0,404.0,0,1
MartinezSoliman,8363.0,493.0,0,3
moritanem,25.0,131.0,0,1
bioagricola,5781.0,162.0,0,2
OIenAlicante,1558.0,484.0,1,0
USOGalicia,211.0,56.0,0,1
Expok,10503.0,700.0,1,0
TaxiEsApp,1271.0,2526.0,1,1
Pili1096,148.0,242.0,0,1
theChrisChua,2085.0,238.0,0,1
Liliana_Mer17,125.0,174.0,0,1
naiderupdate,2752.0,2936.0,1,0
VictorJSuarezS,95.0,405.0,0,1
diegorecalde04,126.0,200.0,0,7
manoli1612,135.0,205.0,0,1
Agenda_Empresa,2417.0,736.0,5,2
sussanaurbano,780.0,879.0,0,1
TLizamavel,94.0,150.0,0,1
OldairLunaC,770.0,1139.0,0,2
bbvaedufin,10827.0,1913.0,1,1
AntonioPerezRdz,30.0,166.0,0,1
carinaasuarez,51.0,204.0,0,1
leeres,44951.0,369.0,1,0
maxi_bblancatuc,496.0,615.0,0,3
_Brujisima_,1252.0,710.0,0,1
magordilloz,346.0,249.0,0,2
MarioR140,441.0,68.0,2,0
Aran_Acha,696.0,1125.0,0,2
Jimmy59697140,35.0,7.0,0,1
Confianza_SAA,996.0,482.0,0,1
RnfrstAll_Latin,6248.0,286.0,4,0
Tomalalempira,690.0,766.0,0,1
mjcandel,799.0,1957.0,0,2
SandraGud,4373.0,2705.0,1,2
AZLOGICA,409.0,1258.0,1,0
AcuDire,84.0,86.0,0,1
ReforestamosMx,20237.0,3688.0,1,0
cesarbm33,128.0,633.0,0,1
rimoren,142.0,373.0,0,1
RUDYR20,246.0,1102.0,0,1
Buia89917434,434.0,2877.0,0,1
yazZzilOovE,117.0,244.0,0,1
quelydigo,630.0,1173.0,0,1
lamange1,655.0,627.0,0,1
Keilis98027184,564.0,1280.0,0,2
YanaDrossou,303.0,825.0,0,1
disfob1965,57.0,159.0,0,1
GarnierEleazar,17.0,60.0,0,3
nangarho17,221.0,185.0,0,1
ChiclanEmprende,1234.0,1236.0,1,0
lauralop2002es1,2934.0,1226.0,0,1
sem_wes,69.0,46.0,0,1
DanielTupamaro,798.0,458.0,0,1
rsc_tech,87.0,222.0,1,0
xabuci,689.0,517.0,0,2
iSostenibilidad,10109.0,1961.0,24,17
DavidCor72,49.0,350.0,0,2
Andredeux,281.0,461.0,0,1
gdtoledano,840.0,192.0,0,1
ius_energia,23.0,198.0,0,1
pazvila1,46.0,169.0,0,1
xeniacastillo7,1371.0,1977.0,0,1
FeminismoINC,6151.0,2720.0,1,0
mejiad1989,226.0,593.0,0,1
JaimeUNED2,529.0,1192.0,0,1
TamyAmor2,66.0,115.0,0,1
dunamr,9.0,14.0,0,1
educaciongob,178268.0,250.0,0,2
RorroCarrillo,4575.0,2011.0,0,1
FRenovables,36175.0,712.0,0,1
Samiosda,138.0,734.0,1,0
UNVBrasil,877.0,181.0,0,2
LuisSiguenzaSV1,145.0,666.0,0,1
amparovilarvent,79.0,71.0,0,1
bloglibrecuador,9301.0,2732.0,0,1
ekifundacion,86.0,386.0,4,0
whiteband,2425.0,1415.0,0,1
herrerillo,640.0,203.0,0,1
ElMenorDonDon,4.0,16.0,0,1
juanicci,293.0,378.0,0,1
pma190,5.0,39.0,0,1
BenitoLucero,237.0,554.0,0,1
Vivicanche,3307.0,2377.0,0,2
ICONG_CALIDAD,841.0,916.0,1,0
Tan1aB,38.0,33.0,0,1
aditivosresinas,461.0,3159.0,0,2
Elainewilliamo,24.0,55.0,0,1
EmbajadaEspUy,4503.0,703.0,2,0
Tp_WilfridoLoor,166.0,116.0,0,1
cristinafdezveg,24.0,80.0,0,1
SManuelaCM,59.0,53.0,1,0
CenicsPanama,55.0,228.0,2,0
GonzaloandRes_,406.0,1409.0,1,0
MathaSolano,81.0,137.0,0,1
Ay_Mariposa,334.0,1040.0,0,1
mariperygar,1213.0,1076.0,0,1
omarmaluk,5827.0,4489.0,0,1
MarisaGomezCres,2706.0,4999.0,3,0
ForoQyS,2514.0,250.0,2,0
delfinalawson,764.0,659.0,0,1
ajuves_mx,225.0,156.0,1,0
mitecogob,19173.0,188.0,1,1
bvanthoff,246.0,408.0,0,1
bogarp,96.0,278.0,0,1
SaturnoVictor,160.0,133.0,0,1
manelsaa99,4008.0,3952.0,0,1
SENinnova,20.0,125.0,0,1
GrupoUnisono,1773.0,657.0,1,0
alejo_segib,2543.0,1001.0,0,1
AscensionRivas,9.0,87.0,0,2
gineja1,143.0,399.0,0,1
pua_virgi,18.0,57.0,0,3
DianGleez,839.0,374.0,0,1
manueljesusF,16548.0,14809.0,27,1
Marlon55524117,404.0,1382.0,0,1
ASIBEAM,28.0,86.0,1,0
rlopezsm,297.0,487.0,0,2
SCompetitividad,257.0,178.0,1,0
metropolis_org,17567.0,1751.0,0,1
UniversoEdu_,124.0,264.0,1,0
andoniciri,1179.0,2829.0,0,3
aguilarpie,157.0,338.0,0,1
nutriclinicacol,1186.0,374.0,0,1
Maorodriguezgon,11025.0,8239.0,7,19
SilvitaMentz,461.0,1029.0,1,0
juan_psuv_anz,1833.0,837.0,0,1
alexvado,127.0,340.0,0,1
ONUPeru,7300.0,286.0,0,2
HumbertoCebadaE,101.0,654.0,0,1
saludcolima,6261.0,131.0,1,0
MartnBermdez,2.0,2.0,0,1
pablodavidsc,218.0,327.0,0,1
BegonaCabanes,266.0,757.0,1,2
santiagojperezs,1030.0,1181.0,0,1
jxadum,2907.0,127.0,0,1
ERICA_FER_,624.0,677.0,0,3
CUBAH0RA,38298.0,470.0,0,1
ricardo_estevez,809.0,803.0,0,1
RioHatoCc,1467.0,490.0,0,1
mdominguezdiaz,1126.0,701.0,0,1
anjobarea,199.0,513.0,0,1
jandrocalleja,684.0,376.0,0,1
GrnjrOptmxta,56.0,129.0,0,1
ANTaxies,917.0,1435.0,0,1
mercedesantona,239.0,484.0,0,1
jcsimon94,67.0,165.0,0,1
yulsoria,386.0,620.0,0,2
Lorenatv507,2752.0,4200.0,0,1
eduqq2009,163.0,276.0,0,1
victorgonzalezr,149.0,229.0,0,1
mari4ndr4d3,148.0,192.0,0,1
FAOCuba,2885.0,1225.0,6,1
LectoraFrancine,293.0,715.0,0,1
PointerAr,368.0,975.0,1,0
OcioResponsable,56.0,43.0,0,1
liset_polanco,202.0,242.0,0,1
sergiagalvan,4613.0,1481.0,0,1
LinoSantacruz,231.0,231.0,0,1
londones,14063.0,14326.0,0,2
WANDYRAMIREZV,261.0,1397.0,0,2
NorenaMartin,1135.0,873.0,0,1
chikisperalta1,59.0,105.0,0,2
eli_jmor,807.0,5001.0,0,2
zelipe,1731.0,1623.0,0,1
WFP_es,18469.0,1636.0,1,0
angeles_peres,147.0,494.0,2,0
Anasofia20162,105.0,243.0,0,1
CUBAONU,16851.0,2690.0,0,10
estrelladelsurr,1184.0,3766.0,0,1
maravilla71,1263.0,1225.0,0,1
fjbautista2013,1627.0,1914.0,0,1
domeolivo96,83.0,109.0,0,1
PSC_sostenible,406.0,599.0,0,1
OEPM_es,6635.0,282.0,0,1
Norenaloeza,1816.0,3096.0,0,1
ManPerCor2,1841.0,1592.0,0,1
orestesperezp,893.0,816.0,0,1
Seryes_corredor,559.0,1126.0,0,1
GerardoGArdoy,1346.0,1678.0,0,1
AdrianaNOrtizO,316.0,962.0,0,1
proninosdarien,1676.0,1982.0,1,0
DetonanteFest,1237.0,159.0,0,1
avcdrosario,1198.0,4999.0,0,1
pisopu23,97.0,146.0,0,1
jos_rubio,389.0,469.0,0,2
EliasJimenezDi2,2.0,14.0,0,2
ensgismau,2519.0,1417.0,0,1
jacquelinesur,358.0,2057.0,0,2
MerlynJoCol,298.0,900.0,0,1
carminanr,97.0,974.0,0,1
ANHPanama,831.0,1079.0,1,0
hazifundazioa,2277.0,767.0,0,1
FabianC98479975,32.0,78.0,0,1
GefMontana,1254.0,471.0,1,0
jreyesmartin1,27.0,83.0,0,1
Mocedastur,1432.0,192.0,0,1
SofiCZarate,235.0,179.0,0,1
chubych,99.0,472.0,1,0
PFuturaec,25.0,123.0,1,1
COMMUNICATIOXXI,1064.0,1052.0,2,0
lacastano34,15.0,161.0,0,2
ddianasalazar,8432.0,2135.0,0,1
annaterronc,1730.0,603.0,0,1
duarte_jurado,6.0,16.0,0,1
JuanLLovet,388.0,321.0,0,1
JuanMan69496085,12.0,499.0,0,2
qosITconsulting,450.0,757.0,2,0
PBixquert,19.0,50.0,0,1
VarelaDubra,454.0,1537.0,0,5
franmircards,244.0,535.0,0,1
Ana_jlpereza,156.0,318.0,0,1
CE_MariaMoliner,393.0,871.0,1,0
ptodelacruzCC,440.0,483.0,0,1
Z_Angel_RL,73.0,136.0,0,1
majolobasso,1000.0,2533.0,0,2
gloris72,4494.0,3496.0,0,2
ESICMalaga,4270.0,214.0,0,1
Eduardo60130649,2.0,60.0,0,1
bwillaarts,116.0,212.0,1,0
paisajesedu,527.0,1156.0,0,1
INTAsanluis,939.0,551.0,0,1
cisna_narino,1696.0,584.0,1,0
hclav,2141.0,2340.0,0,1
jusegi,1354.0,1299.0,0,2
Mariajoselvare5,8.0,37.0,0,1
MCRSalazar,1467.0,2533.0,0,1
marcetorpey,626.0,1086.0,0,2
ChipoGom,9.0,3.0,0,1
MPMatizG,152.0,512.0,0,3
FuerzaDelPresen,1.0,15.0,0,1
DomenikaSanchez,2556.0,1330.0,0,1
Ecoitalia1,63.0,329.0,10,0
OjoLab,2278.0,370.0,0,1
camachomanarel,2688.0,1618.0,0,1
antsegura,691.0,344.0,0,1
CarlosIvnRivera,723.0,1668.0,0,1
esleidervcar,68.0,736.0,0,2
Cubanabel90,161.0,142.0,0,1
PulsoEnergetico,3600.0,1110.0,0,1
MikeChapel,2759.0,2046.0,0,1
oterolievano,16.0,53.0,1,0
alematraz,224.0,499.0,0,2
LupusMalaga,1128.0,2059.0,0,1
Viviana16548138,58.0,120.0,0,1
ArcaIncubatore,3408.0,1312.0,0,2
KikeMlaga,13140.0,6771.0,0,2
mariajosejulia,142.0,437.0,0,1
MelbaAdriana,951.0,1519.0,0,1
zapozamedioamb,278.0,1256.0,0,1
cricarco,17.0,121.0,0,1
icaa_ctes,864.0,1949.0,1,1
vanegarciaglps,1799.0,720.0,0,1
ArenaLaurisilva,199.0,186.0,0,1
Maytesantos73,125.0,178.0,0,5
Yarosero1,24.0,116.0,0,2
joyleban,832.0,896.0,4,2
CEDRSSA,4931.0,3657.0,1,0
TotufitaHotmail,12.0,37.0,0,1
RevistaTungurah,1923.0,1539.0,0,1
Issac_Alonso,1653.0,687.0,2,3
escuelagob_ide,675.0,88.0,0,2
ONUBolivia,22649.0,354.0,0,2
CorporacionGES,728.0,1466.0,0,6
FELIPEORSA,755.0,1583.0,0,1
pbeldura,228.0,177.0,0,1
Stephanie_rabi,392.0,661.0,0,1
VITUSCAB,101.0,346.0,0,1
WILBERDAVID,1002.0,2509.0,0,1
internacionalUM,1367.0,912.0,1,0
cmphjapon,1154.0,589.0,1,1
MiguelHerrero,266.0,65.0,0,1
COPADE,2293.0,765.0,2,0
BegonaAstiaso,8.0,51.0,0,1
CarmeloAlamoRod,2488.0,4723.0,0,1
jjbockel,3482.0,325.0,0,2
CuevasAlv,2517.0,2365.0,1,0
susananuages,815.0,603.0,0,1
_MariaMarcos,320.0,180.0,0,1
MovSTEM,630.0,122.0,1,0
WILLINGTON79,242.0,1342.0,0,1
kafkaenlaplaya,277.0,450.0,0,2
futurlandia,365.0,304.0,0,2
davidperezpi,176.0,287.0,0,1
raisamesa1,20.0,106.0,0,1
mirgil,126.0,298.0,0,1
MTESS_PY,18474.0,400.0,1,0
juafervalenciam,25.0,70.0,0,2
FuturoEnComun,1139.0,412.0,1,3
ftaadcee_ab,496.0,286.0,0,1
IgmarMatus,4739.0,3075.0,0,1
TerryCabrera,140.0,670.0,0,1
_TeresaOrtiz_,129.0,140.0,0,1
marmaritsaso,325.0,349.0,0,2
IntCCOO,1450.0,372.0,0,1
sabrinacejas,318.0,258.0,1,2
MariaSarraute,686.0,1647.0,0,1
ONGD_JyD,2824.0,1468.0,0,3
embapara,125.0,385.0,0,1
GustavoLunaaOk,110.0,161.0,0,1
SConvivencia,1186.0,597.0,3,0
EnergiaSociedad,1655.0,688.0,2,0
jdeechave,4390.0,1444.0,0,1
jgarrigaar,859.0,1052.0,0,1
PilarTintore,970.0,1548.0,0,1
Cammiecharleboi,78.0,65.0,0,1
pablo26427444,4.0,11.0,0,2
Carrasco6Maria,1567.0,1600.0,0,3
primitivoventa,228.0,978.0,0,1
hugovictor2018,222.0,700.0,0,1
MonBerini,1434.0,2524.0,2,1
LorenSori,1468.0,206.0,0,2
NovAcadPUCP,80.0,68.0,1,0
Libertad7Mary,17.0,319.0,0,6
ciiactua,506.0,1228.0,2,0
yahimagonzalez1,34.0,222.0,0,1
cjtasivnzla,57.0,136.0,0,2
William_AquinoR,647.0,375.0,1,0
a_alonsonunez,2360.0,1927.0,0,2
FAOHonduras,3789.0,235.0,2,2
caramayoarce,820.0,2167.0,1,1
AndresGrandaE,428.0,904.0,0,1
dr_fernando_ang,5883.0,6480.0,0,1
OlimpiaPitia,635.0,4969.0,0,3
pablorosello,521.0,527.0,1,0
Everard60638714,38.0,418.0,0,1
Dachavarror,9.0,25.0,0,1
ElenaBou13,167.0,485.0,4,5
FASM_es,2002.0,1360.0,1,0
jcac1211,469.0,535.0,0,1
Juan_Rodrp,138.0,269.0,0,1
Vonchibula,1679.0,1105.0,0,1
Josu63047063,13.0,30.0,0,1
FabioLorenzoMa1,87.0,133.0,0,3
alegp1,1637.0,656.0,1,1
LoyolaAnd,9066.0,816.0,5,0
lunecha,124.0,680.0,0,1
EmbEspNoruega,1963.0,922.0,1,1
nuevatribuna,20462.0,4172.0,1,2
nazaretoporto,4154.0,531.0,0,1
LaFiscaliaCABA,1651.0,76.0,0,1
anto_tambasco_,53.0,424.0,0,1
radurgon,31.0,60.0,0,1
Huris2014,146.0,452.0,0,3
VolquezGladys,275.0,1443.0,0,4
Bcodesal,2988.0,2683.0,0,1
gabycaseotravez,31.0,260.0,0,1
sebas_arevalo_s,158.0,324.0,0,1
blindbuy_,10.0,16.0,0,1
carboribu,1308.0,2045.0,0,1
MariaMenendezM1,1.0,37.0,0,1
cifpa_director,252.0,131.0,0,1
hamletotanez,5579.0,1033.0,1,0
CarlaFe0908,233.0,324.0,0,1
davila_gallardo,29.0,114.0,0,1
CLAVICOCO,170.0,9.0,0,2
WaterSave6,14.0,41.0,1,0
bcalderongt,23.0,251.0,0,1
DIEGOTJUJUY,3316.0,4792.0,0,1
carescurra,262.0,1931.0,1,0
AliciaKerber,570.0,167.0,0,1
juanajoa,213.0,356.0,0,1
CEPYME500,422.0,594.0,0,3
chareny,673.0,310.0,0,1
jespin5,1630.0,2471.0,0,1
jimmymarke1,346.0,1619.0,0,1
topohumpry,1851.0,798.0,0,1
JuanCar44257185,1570.0,2723.0,0,1
nicogoncas,1192.0,1424.0,2,0
mariatuitea,6824.0,5067.0,0,1
craguila25,149.0,1121.0,1,0
EdelQuintana,2784.0,5001.0,0,1
Aldeyafte,51.0,120.0,0,1
CICTMAR,6595.0,3262.0,0,1
LvarezBegoa,89.0,11.0,0,1
IngArturoDiaz,266.0,573.0,0,1
MirianAristigu1,97.0,237.0,0,1
CubilloLeticia,75.0,177.0,0,2
Jlosand,152.0,686.0,0,1
silcampos04,684.0,1322.0,0,1
AlCaceresMon,501.0,1376.0,0,1
soyanais7,12.0,37.0,1,0
otlazpan2,1351.0,3059.0,0,1
Sernatur_RM,11537.0,3525.0,0,1
MIDAYLIEN,124.0,188.0,0,1
bernichetel,3.0,27.0,0,1
mprp37k,49.0,77.0,0,1
DiarioExpres,519.0,4942.0,0,1
luzmarinaverg12,12.0,5.0,0,5
eskubi,1134.0,975.0,0,1
Vale7613,75.0,69.0,0,1
dianitalop,1324.0,457.0,0,1
maculadamarga,6.0,30.0,0,1
FRubioTorgler,3620.0,4411.0,3,3
moraima_toledo,26.0,93.0,0,1
neokore,243.0,209.0,0,1
diegoarielvega,1391.0,1546.0,0,1
Asun_Martinez1,1807.0,289.0,1,0
miguelrcabanas,7368.0,395.0,0,1
MauricioAdmPub,2153.0,1326.0,0,2
EconomicasUMU,1293.0,357.0,0,5
oleander2011,249.0,920.0,0,1
Fabysurf1,19.0,136.0,0,1
Falvarezdecelis,1608.0,108.0,0,2
Discap2017,190.0,383.0,0,4
MaribelLSB_USO,66.0,83.0,0,1
CarlosDMuro,4246.0,2340.0,0,1
chincheverde59,1160.0,1498.0,0,1
mvbrasesco,461.0,214.0,0,1
williamrg11,39.0,111.0,0,1
RosellaCs,64.0,189.0,1,0
AnaGabr41794089,158.0,411.0,0,1
CentralASI,2311.0,2298.0,2,18
MIAMBIENTE_HN,6828.0,117.0,1,1
Davidtaron,1608.0,2249.0,0,1
TriventoArg,11760.0,1435.0,0,1
joseba770,44.0,282.0,0,1
raquelea,1210.0,1066.0,9,4
seguridadkimika,114.0,306.0,0,1
EquipoELA,3793.0,271.0,0,1
MiculturaRD,73177.0,13975.0,1,0
ponce_nuria,326.0,461.0,0,1
COMAFORS,519.0,564.0,0,1
GriseldaLassaga,360.0,366.0,0,1
CespedesPiedra,178.0,355.0,0,1
Pamegtz17,318.0,944.0,0,1
ies_humanejos,174.0,139.0,0,2
CONADERNAPY,913.0,525.0,0,1
nataliacarba_,17.0,28.0,0,1
ceipvaria,468.0,548.0,0,1
Natalia01590450,135.0,364.0,0,1
jfgesp,2881.0,3023.0,0,1
Spincerv,136.0,423.0,0,1
beveppp,19.0,51.0,0,1
ebropolis,2961.0,993.0,1,0
lamanana33,60.0,151.0,0,1
elfogondelym,211.0,226.0,0,1
ToyaAlcarria,163.0,203.0,0,4
LilianaGraciiaa,100.0,121.0,0,1
IsraelLozoyaM,48.0,125.0,1,0
waliagaasto,15.0,45.0,0,1
CarolinaBorjaB,272.0,802.0,0,2
RadioUdeC,3137.0,600.0,0,2
Jeasman,358.0,1528.0,0,1
AnaCarolinaArb,297.0,264.0,0,1
Pedro_hern7,65.0,152.0,0,1
UTCmx,154.0,171.0,0,1
Konsac_Group,409.0,178.0,9,0
BeatCab,363.0,1014.0,1,0
mvz_diego,65.0,127.0,0,1
mbarreralyx,2598.0,1256.0,0,1
IBB_botanic,441.0,493.0,0,1
HumanBrandCAN,32.0,73.0,0,1
luistroconis852,101.0,271.0,0,2
elsamexoficial,640.0,1508.0,0,2
ismael_novo,760.0,408.0,0,3
JrlpSILVA,506.0,848.0,0,1
verarmari,182.0,208.0,0,2
Claudia08716035,11.0,161.0,0,1
AmigosTic,1179.0,14.0,0,1
TechnovationMur,170.0,444.0,2,1
INAP_ES,13917.0,357.0,0,1
Olgadinall,9206.0,445.0,0,1
MDuque18,61.0,80.0,0,2
rosamalaver31,178.0,178.0,0,1
bindengroup,375.0,373.0,2,1
BIzaola,164.0,216.0,0,6
alejandromurat,149078.0,815.0,2,1
CalderaBetsy,283.0,486.0,0,1
mariosandi,404.0,817.0,0,1
col_res,69.0,816.0,0,1
Habanaviva,1426.0,1668.0,0,1
UNOPS_es,8817.0,791.0,1,0
carlosfonzeca,7836.0,5513.0,0,3
JorgeIbarrola18,19.0,388.0,0,1
CCBiblio,4244.0,1831.0,5,2
AnaReginaSeg,313.0,660.0,0,1
MaisguerAlva,11.0,7.0,0,1
sarinacascone,1427.0,2420.0,0,1
MarVolpioficial,775.0,1878.0,0,2
Carricarte1,743.0,970.0,0,1
SENAMAGOB,11018.0,602.0,2,0
social3c,1318.0,1444.0,0,1
lope_sagrario,163.0,182.0,0,1
EducaVerd,932.0,2365.0,0,1
FerMontiel11,62.0,121.0,0,1
COAMSS_OPAMSS,1411.0,1072.0,0,1
MSalesianas,15567.0,2830.0,2,0
JanethGarciaC,263.0,588.0,0,3
KarlaCastro103,511.0,927.0,0,1
maliux,4650.0,4657.0,1,0
I_MpozosAguaSub,211.0,1821.0,0,4
SemevM,12.0,18.0,0,1
Gabriel74666995,86.0,230.0,0,1
CountryRiskCL,157.0,2066.0,0,1
GSGilwell328,161.0,578.0,0,1
librolecturagob,1239.0,101.0,1,2
pokaly,196.0,98.0,0,1
CREenZamora,1748.0,415.0,2,0
theRETorgLAC,360.0,211.0,0,1
linkconfecon,1.0,14.0,0,1
impact2030,3471.0,1744.0,0,1
MuroFabian,815.0,1249.0,0,1
mcarvajal28,236180.0,456.0,0,1
ddiaz86cu,45.0,104.0,0,1
doreathadecosta,25.0,49.0,0,1
BeatrizBea2005,64.0,124.0,0,1
didelpome,1772.0,721.0,0,1
_JuanJoseGarcia,262.0,1286.0,0,1
TerraTours507,16.0,94.0,0,1
DelphiNor_,509.0,296.0,0,1
ricardomedinao,2652.0,2589.0,0,1
EmiliAviles,2707.0,2730.0,0,2
mfrodriguezssaj,1083.0,126.0,0,3
fccozumel,707.0,533.0,2,0
Sergioo_gm,117.0,227.0,0,1
teoymanoli,370.0,463.0,0,1
JaimeMorenoT,2028.0,2167.0,0,2
Ecopost_info,1381.0,1328.0,1,1
LaClau,10669.0,10102.0,0,1
aranchagg2010,44.0,137.0,0,1
RespSolidarias,448.0,1246.0,7,4
UNGlobalPulse,45752.0,4080.0,0,2
morenoguez,174.0,559.0,0,1
olbaal,29.0,182.0,0,1
Enrique62175188,8.0,30.0,0,3
davsuaduque,467.0,1641.0,0,1
Araceli62397950,26.0,27.0,0,1
mldoce,2628.0,2990.0,0,6
RosaMar29840346,160.0,152.0,0,1
EstefanTorres15,118.0,205.0,0,1
Lujanadry1,8.0,16.0,0,2
alquite_etl,773.0,582.0,0,1
maggie07060,311.0,312.0,2,0
AnaRaquelSaez,1230.0,671.0,0,1
jl_barragan1,2443.0,199.0,0,1
bbva,102853.0,103.0,5,1
angelica_0899,9.0,71.0,0,1
AECIDColombia,7897.0,2082.0,0,1
JimenezAbril12,260.0,525.0,0,1
eeeelisa6,12.0,67.0,0,1
manolitosalazar,40370.0,2149.0,0,2
MelvaMG2,77.0,79.0,0,1
mariacidfsc,524.0,473.0,0,1
dmebueyarriba,38.0,38.0,0,1
izaskun_buelta,128.0,866.0,0,3
SwedeninGT,5688.0,334.0,0,1
AddysThen,1796.0,910.0,5,1
marcosxllanes,124.0,70.0,0,1
nestor71424742,38.0,127.0,0,1
aacstuit,574.0,499.0,0,2
MariviCasado,977.0,797.0,0,1
SERNEGROESRICO,76.0,523.0,0,1
PMfajardo,192.0,477.0,0,1
corphumanas,24885.0,1480.0,1,0
OPEA1,1256.0,992.0,0,4
FMultitudes,6250.0,3466.0,1,0
OhYeahEDU,383.0,1.0,0,1
Jorge_Huacho,108.0,352.0,2,0
GuerreroNilo,151.0,358.0,0,2
Acrofobos,110.0,98.0,0,2
loa_82,254.0,787.0,0,2
Luis_Fierro_Eco,1782.0,5001.0,0,1
AlonsoRiveraM,360.0,195.0,6,7
Jesus_sa86,96.0,302.0,0,1
ciespal,32031.0,2297.0,2,0
palomamina,2160.0,2160.0,0,1
HuellaChile_MMA,310.0,249.0,0,1
medicusmundinam,3112.0,1315.0,1,0
JuanAntonio_RR,567.0,2521.0,1,1
JosiHG,629.0,523.0,1,1
jmnavalon,1258.0,3387.0,2,0
Erikaatierra,951.0,912.0,0,1
pepaeduca,1054.0,1354.0,0,1
gamonales28,322.0,589.0,0,1
Marta_Mouliaa,2333.0,529.0,2,0
AleixNoguera_,85.0,593.0,0,1
contadoraucv,52.0,52.0,0,1
CCTHADER,10637.0,3697.0,0,1
Yorsuha,666.0,726.0,0,2
SergioGM1989,492.0,975.0,0,1
UCAM_Turismo,1228.0,1906.0,0,1
aleee_d,229.0,602.0,0,1
josevrivero,3864.0,2762.0,0,3
FErgueteIntegr,747.0,1140.0,0,1
MadridLAB,1759.0,510.0,1,0
residuo_cero,60.0,116.0,0,1
sissimpm,424.0,400.0,1,0
OscarRalPrada2,337.0,1318.0,0,1
bhilliny10,525.0,2486.0,0,1
GraneroGustavo,242.0,835.0,0,2
ojo_tigre,3982.0,1285.0,0,1
IGNACIOPERNIL,486.0,2283.0,0,1
jaramillojassir,412.0,242.0,0,1
SantiagoFidel6,103.0,250.0,0,1
barclaysbar,7.0,19.0,0,1
jjoselitran,2673.0,1064.0,1,0
HablemosCampo,1074.0,68.0,1,0
CreandoRedesRE,1884.0,1241.0,1,0
ALFAEMLeon,769.0,1031.0,0,1
ElenaHerndez2,22.0,58.0,0,1
AcnuUnaCuba,1914.0,978.0,1,0
elinaresc,44.0,243.0,0,1
oliverga76,110.0,289.0,0,1
mariajesusb2,2905.0,5000.0,0,1
TISpain,3579.0,974.0,1,1
TUDCN_rscd,1124.0,1321.0,1,3
Elizabe37527089,8.0,71.0,0,1
Fran_Conejeros,72.0,578.0,0,1
harfango26,256.0,328.0,0,2
aprendedatosnue,59.0,478.0,0,1
mariollergo,6286.0,1482.0,0,1
davidalba21,966.0,2564.0,0,3
CatrionaGoss,455.0,702.0,0,1
oalpick,233.0,381.0,0,1
pepebareaarco,3933.0,2843.0,2,0
JevyMerol,51.0,172.0,0,1
LuisEmmanuelDCH,3.0,15.0,1,0
PNUDPARAGUAY,1835.0,1556.0,2,3
YKaguilarG,407.0,493.0,0,1
Santiag85442115,35.0,142.0,0,1
MilaGaldamez,41.0,143.0,0,1
cotydreams,821.0,183.0,0,1
Bgtaenlainmunda,125.0,85.0,0,2
OrtizIbel,964.0,972.0,0,3
darioroveda,922.0,492.0,0,1
amaliasalgado,289.0,252.0,0,2
JulianRojas8,109.0,550.0,0,1
INAMujeres,11341.0,448.0,1,0
SebastianMFA,2917.0,4609.0,1,0
DHumanosBA,14413.0,231.0,1,0
jesustenta,1105.0,1026.0,0,1
mariajebv,240.0,292.0,0,2
Tecniberia,10178.0,692.0,1,0
Rosarosariov,126.0,162.0,0,1
RichardArcePeru,8361.0,837.0,0,1
FBaddache,13606.0,1667.0,1,1
FPHColombia,102.0,71.0,0,8
pactoglobalpy,872.0,154.0,10,1
PlataformasGTO,730.0,566.0,0,1
EstevezVarinia,40.0,13.0,0,1
ADCM_18,74.0,200.0,0,1
chemplastexpo,682.0,692.0,20,8
AnaisVazquez03,36.0,59.0,0,1
dacil_Leon,8.0,16.0,0,1
Miriam_R_R,232.0,548.0,0,1
javiercarranza3,244.0,158.0,1,0
yegareva,300.0,397.0,1,0
llorenslapaz,412.0,1668.0,0,1
perogar_BIM,194.0,271.0,0,7
PrensaCuba_Bol,2326.0,900.0,0,2
AnnaTraveset,1348.0,558.0,0,1
inmujeres_uy,7563.0,1280.0,0,1
JaimeAndreani,384.0,740.0,0,1
citlaliayala,2628.0,3554.0,0,1
charoarranz,301.0,183.0,1,0
ufelinfa,648.0,826.0,0,2
